NUMERO_REGISTRO_record_number,DENOMINACION_FOSA_grave_name,TIPO_FOSA_grave_type,FECHA_FOSA_grave_date,MUNICIPIO_municipality,PROVINCIA_province,COMAUTONOM_autonomous_community,TIPO_INTERVENCION_intervention_type,FECHA_INTERVENCION_intervention_date,ESTADO_ACTUAL_current_grave_status,NUMERO_PERSONAS_FOSA_number_people_grave,NUMERO_PERSONAS_EXHUMADAS_number_people_exhumed,NUMERO_PERSONAS_IDENTIFICADAS_number_people_identified,ENTIDAD_PROMOTORA_sponsoring_institution,ENTIDAD_INFORMANTE_reporting_entity,OBSERVACIONES_observations,,
1262/2009 HUES,Fosa en el cementerio de Jaca-5,EJECUCION,1/12/1936,Jaca,Huesca,Aragón,,,NO INTERVENIDA,4,4,4,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de 1 persona y posiblemente 3 más que fueron asesinados en la misma fecha.,,
1263/2009 HUES,Fosa en el cementerio de Jaca-6 en el antiguo extremo sureste,EJECUCION,1/9/1937,Jaca,Huesca,Aragón,,,NO INTERVENIDA,9,9,9,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Nueve rehenes de Biescas asesinados por los golpistas en las tapias del cementerio en septiembre de 1937.,,
1291/2009 HUES,"Fosa en el cementerio de Jaca-7, en el extremo noroeste del cementerio",EJECUCION,,Jaca,Huesca,Aragón,,,NO INTERVENIDA,7,0,7,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Estas fosas fueron las primeras que se abrieron en julio de 1936. Consistían en 7 largas zanjas, en las que están inhumadas un número indeterminado de víctimas.",,
1300/2009 HUES,Fosa en el cementerio de Jaca-8,EJECUCION,29/09/1936,Jaca,Huesca,Aragón,,,NO INTERVENIDA,7,7,7,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
1319/2009 HUES,Fosa en el cementerio de Jaca-11,FUSILAMIENTO,,Jaca,Huesca,Aragón,,,NO INTERVENIDA,3,3,3,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
1321/2009 HUES,Fosa en el cementerio de Jaca-12,FUSILAMIENTO,5/11/1936,Jaca,Huesca,Aragón,,,NO INTERVENIDA,2,6,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
1323/2009 HUES,Fosa en el cementerio de Jaca-13,FUSILAMIENTO,3/11/1936,Jaca,Huesca,Aragón,,,NO INTERVENIDA,5,5,5,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",,,
683/2009 HUES,Cementerio de Bernués,,,Jaca,Huesca,Aragón,,,NO INTERVENIDA,,1,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Se halla localizada en el interior del cementerio, ha sido imposible precisar si contiene los restos de un vecino de Agüero (llamado José Muñoz Antonio) o los de un vecino de Anzañiego (llamado Antonio Samitier Uribe), los dos únicos forasteros de los que se sabe con certez que fueron asesinados en el término de Bernués.",,
1376/2009 HUES,Fosa en el cementerio de Jaca-15,FUSILAMIENTO,11/10/1936,Jaca,Huesca,Aragón,,,NO INTERVENIDA,2,7,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Esta fosa contiene los cuerpos de las siete víctimas de la matanza del 11 de octubre de 1936, aunque la placa que adorna la tumba sólo recoge las identidades de dos personas.",,
1377/2009 HUES,Fosa en el cementerio de Jaca-16,FUSILAMIENTO,,Jaca,Huesca,Aragón,,,NO INTERVENIDA,2,2,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","""Contiene los restos de Desideria Giménez """"la Cazoleta"""" y de su padre Juan José.""",,
1430/2009 HUES,Fosa en Navasa-1,LUCHA ARMADA,,Jaca,Huesca,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de numerosos soldados muertos en los combates del Alto Aragón en los últimos meses de 1937. Fueron levantados en los años 50 para su traslado al valle de los caídos.,,
1431/2009 HUES,"Fosa en Navasa-2, casi en el cruce de la carretera de Navasa con la general de Jaca-Sabiñánigo",EJECUCION,12/8/1936,Jaca,Huesca,Aragón,,,DESAPARECIDA,1,1,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene los restos del cartero de Lasieso, asesinado por los sublevados el 12 de agosto de 1936.",,
1364/2009 HUES,Fosa en el cementerio de Jaca-10,FUSILAMIENTO,14/10/1936,Jaca,Huesca,Aragón,,,NO INTERVENIDA,2,5,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",La fosa contiene los restos de 5 hombres asesinados el 14 de octubre de 1936. La placa que ornamenta la fosa sólo recoge el nombre de 2.,,
1378/2009 HUES,Fosa en el cementerio de Jaca-17,FUSILAMIENTO,7/7/1936,Jaca,Huesca,Aragón,,,NO INTERVENIDA,2,7,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene los restos de 7 personas asesinadas el 7 de agosto de 1936, aunque sólo aparece el nombre de dos de ellas.",,
1379/2009 HUES,Fosa en el cementerio de Jaca,,,Jaca,Huesca,Aragón,,,NO INTERVENIDA,,18,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene los restos de 18 vecinos de Canfranc-Estación asesinados en Jaca, fue ornamentada con una sencilla placa metálica en la que se rinde homenaje a todos de forma anónima.",,
1380/2009 HUES,Fosa en recinto anexo al cementerio civil de Jaca-19,,,Jaca,Huesca,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene los restos de un pequeño número de víctimas de la represión que asoló la comarca durante y después de la guerra. Está ornamentada habitualmente con un ramillete de flores con los colores de la bandera republicana, pero no existe placa o recordatorio de las personas que allí se encuentran.",,
1215/2009 HUES,NO CONSTA,,,Jaca,Huesca,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,94,94,76,,Patrimonio Nacional,"Trasladada al Valle de los Caídos con la fecha/s:09/06/1960,03/06/1970",,
1216/2009 HUES,Navasa,,,Jaca,Huesca,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,2,2,2,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:09/06/1960,,
977/2009 HUES,NO CONSTA,,,Labuerda,Huesca,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,9,9,7,,Patrimonio Nacional,"Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,24/03/1964",,
1399/2009 HUES,Fosa en el cementerio de Laguarta,OTRO,18/11/1936,Laguarta,Huesca,Aragón,,,EXHUMADA TOTAL,3,3,,"Gobierno de Aragón, Consejería de Educación Cultura y Deporte","Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Asesinados por los republicanos el 18 de noviembre de 1936, en el monte de Gésero. Una vez terminada la guerra fueron recuperados y enterrados en el cementerio local.",,
1403/2009 HUES,Fosa en el cementerio de Laluenga,EJECUCION,,Laluenga,Huesca,Aragón,,,NO INTERVENIDA,5,5,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de cinco vecinos de Abiego asesinados por las fuerzas republicanas en agosto de 1936.,,
1419/2009 HUES,Fosa en el pueblo de Marcén,LUCHA ARMADA,,Lalueza,Huesca,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de algunos soldados muertos durante el combate en la ofensiva de marzo de 1938,,
1404/2009 HUES,Fosa en el cementerio de Lanaja,ACCION BELICA DISTINTA,,Lanaja,Huesca,Aragón,,,NO INTERVENIDA,6,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Bombardeo de la aviación franquista el 11 de diciembre de 1937 en represalia por el derribo de tres aviones rebeldes.,,
1407/2009 HUES,Fosa en el cementerio de Lascellas,REPRESALIA EN RETAGUARDIA,,Lascellas-Ponzano,Huesca,Aragón,,,DESAPARECIDA,6,6,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de séis vecinos del pueblo que fueron asesinados y quemados por un grupo de militares antifascistas. Murieron en el cruce de la carretera que une Laluenga con Barbuñales.,,
1412/2009 HUES,Fosa en el cementerio de Loarre-1,OTRO,1/10/1936,Loarre,Huesca,Aragón,,,NO INTERVENIDA,7,7,7,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Fueron asesinados por los rebeldes el 1 de octubre de 1936.,,
1413/2009 HUES,Fosa en el cementerio de Loarre-2,OTRO,11/11/1936,Loarre,Huesca,Aragón,,,NO INTERVENIDA,10,12,10,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Asesinados por los golpistas el 11 de noviembre de 1936.,,
667/2009 HUES,Cementerio de Bandaliés,ACCION BELICA DISTINTA,,Loporzano,Huesca,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de un número indeterminado de soldados muertos en las batallas que ensangrentaron los alrededores de Huesca a lo largo de más de año y medio que duró el cerco de la ciudad. No se conoce ni el número ni la identidad de quienes fueron sepultados allí.,,
1414/2009 HUES,Fosa en el cementerio de Loporzano-1,OTRO,,Loporzano,Huesca,Aragón,,,NO INTERVENIDA,2,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Las víctimas proceden tanto de ejecuciones como de soldados muertos durante la batalla que tuvo lugar en el pueblo en los primeros tiempos de la guerra.,,
1464/2009 HUES,Fosa en el cementerio de Sipán,REPRESALIA EN RETAGUARDIA,25/03/1938,Loporzano,Huesca,Aragón,,,NO INTERVENIDA,14,14,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contendría los restos de 14 de las 17 personas asesinadas a tiros por las calles de la localidad, aparentemente por haber ocultado a un sacerdote, aunque hay dudas de que ésta fuera la causa de semejante matanza después de haber transcurrido dos años de cosa tan nimia como la ocultación de un sacerdote.",,
1415/2009 HUES,Fosa en el cementerio de Loporzano-2,LUCHA ARMADA,,Loporzano,Huesca,Aragón,,,NO INTERVENIDA,,,,Municipal,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de numerosos soldados muertos en campaña. Ocupa un espacio semivacío en el centro del recinto.,,
1451/2009 HUES,"Fosa en Santa Eulalia la Mayor, justo debajo de la Peña Escans, en el lugar conocido como Las Fajetas",LUCHA ARMADA,,Loporzano,Huesca,Aragón,,,NO INTERVENIDA,,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contine los restos de un número indeterminado de soldados muertos durante la ofensiva de Aragón en marzo de 1938, presumiblemente casi todos ellos eran soldados republicanos",,
1416/2009 HUES,Fosa en el cementerio de Los Corrales,OTRO,5/8/1936,Loscorrales,Huesca,Aragón,,,NO INTERVENIDA,1,2,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de uno o dos hombres asesinados a tiros en el Carrascal de Los Corrales por los sublevados el 5 de agosto de 1936.,,
1417/2009 HUES,Fosa en el cementerio de Lupiñén,DESCONOCIDO,,Lupiñén-Ortilla,Huesca,Aragón,,,NO INTERVENIDA,,2,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de dos vecinos de Ayerbe,,
1418/2009 HUES,"Fosa junto al castillo de Campiés, a dos kilómetros de Lupiñén",FUSILAMIENTO,,Lupiñén-Ortilla,Huesca,Aragón,,,NO INTERVENIDA,2,0,2,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene a los fusilados de los pueblos Linas de Marcuello, Quinzano, Bolea, Aniés y Ayerbe.",,
1420/2009 HUES,Fosa junto al puentecillo del río Astón en Montmesa,GUERRILLERA,,Lupiñén-Ortilla,Huesca,Aragón,,,NO INTERVENIDA,1,3,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contendría los restos de tres jóvenes del pueblo que en los primeros días se enfrentaron a la sublevación militar.,,
1421/2009 HUES,Fosa junto a la puerta principal del cementerio nuevo de Montmesa,FUSILAMIENTO,,Lupiñén-Ortilla,Huesca,Aragón,,,NO INTERVENIDA,3,3,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene posiblemente los restos de tres personas fusiladas frente al muro del cementerio,,
709/2009 HUES,Fosa en la Cueva de la Humarraña,,,Montija,Huesca,Aragón,,,Sin Estado,,,,,,,,
710/2009 HUES,Fosa en la Cueva de la Humarraña,,,Montija,Huesca,Aragón,,,Sin Estado,,,,,,,,
711/2009 HUES,Fosa en la Cueva de la Humarraña,,,Montija,Huesca,Aragón,,,Sin Estado,,,,,,,,
712/2009 HUES,Fosa en la Cueva de la Humarraña,,,Montija,Huesca,Aragón,,,Sin Estado,,,,,,,,
1458/2009 HUES,"Fosa en Selgua, a unos 200 metros de la estación de ferrocarril",EJECUCION,10/8/1936,Monzón,Huesca,Aragón,,,NO INTERVENIDA,7,8,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los escasos restos de las siete u ocho personas asesinadas y quemadas por los milicanos antifascistas el 10 de agosto de 1936. Todas ellas vecinas de Selgua.,,
1422/2009 HUES,Fosa en el cementerio de Monzón,EJECUCION,,Monzón,Huesca,Aragón,,,NO INTERVENIDA,24,24,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de 24 hombres ejecutados por milicianos antifascistas en el verano de 1936.,,
978/2009 HUES,NO CONSTA,,,Monzón,Huesca,Aragón,,,TRASLADADA AL VALLE DE LOS CAÍDOS,30,30,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:24/03/1959,,
1432/2009 HUES,Fosa en cementerio de Novales,EJECUCION,,Novales,Huesca,Aragón,,,EXHUMADA TOTAL,3,3,3,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","No existe como tal actualmente, ya que fueron desenterrados y depositados en tumbas individuales. Contiene los restos de tres de los ocho vecinos del pueblo asesinados el 29 de julio de 1936. Fueron asesinados en Huerta de Palomera.",,
1433/2009 HUES,Fosa en el cementerio de Nueno,EJECUCION,,Nueno,Huesca,Aragón,,,NO INTERVENIDA,2,2,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Contiene los restos de dos hombres asesinados por un gurpo de milicianos antifascistas al parecer liderados por el ex alcalde de Apiés. Formada por dos sepulturas individuales y colindantes.,,
1434/2009 HUES,Fosa en el cementerio de Ontiñena,REPRESALIA EN RETAGUARDIA,,Ontiñena,Huesca,Aragón,,,NO INTERVENIDA,11,11,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","No se conoce el número total de víctimas y podría tratarse de tres fosas colindantes, pero lo que sí parece es que contiene a víctimas de la violencia antifascista que azotó la zona durante los primeros meses de la guerra.",,
1438/2009 HUES,Fosa en el cementerio de Peñalba-2,LUCHA ARMADA,26/03/1938,Peñalba,Huesca,Aragón,,,NO INTERVENIDA,1,,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene los restos de al menos un soldado muerto en la conquista de la zona el 26 de marzo de 1938. Algunas fuentes afirman que contiene otros cuerpos, mientras otras mantienen que sólo éste.",,
1435/2009 HUES,Fosa en Peñalba-1,EJECUCION,,Peñalba,Huesca,Aragón,,,NO INTERVENIDA,,5,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene los restos de cinco hombres, cuatro de ellos sacerdotes, que fueron asesinados por los antifascistas en los primeros meses de la guerra. Todos ellos murieron en otros lugares pero después de la primavera de 1938 fueron recuperados e inhumados en este lugar, en el que posteriormente se levantó una capilla conmemorativa.",,
1436/2009 HUES,Fosa en Peñalba-1,EJECUCION,,Peñalba,Huesca,Aragón,,,NO INTERVENIDA,,5,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene los restos de cinco hombres, cuatro de ellos sacerdotes, que fueron asesinados por los antifascistas en los primeros meses de la guerra. Todos ellos murieron en otros lugares pero después de la primavera de 1938 fueron recuperados e inhumados en este lugar, en el que posteriormente se levantó una capilla conmemorativa.",,
1437/2009 HUES,Fosa en Peñalba-1,EJECUCION,,Peñalba,Huesca,Aragón,,,NO INTERVENIDA,5,5,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contiene los restos de cinco hombres, cuatro de ellos sacerdotes, que fueron asesinados por los antifascistas en los primeros meses de la guerra. Todos ellos murieron en otros lugares pero después de la primavera de 1938 fueron recuperados e inhumados en este lugar, en el que posteriormente se levantó una capilla conmemorativa.",,
1482/2009 HUES,"Fosa en Villalangua, en el Solano de Cayo",OTRO,12/9/1936,"Peñas de Riglos, Las",Huesca,Aragón,,,EXHUMADA TOTAL,,1,,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Esta fosa contenía los restos del joven Antonio Otal Borau, muerto al intentar escapar de la partida falangista que arrestó a sus padres y a sus hermanos mayores. Todos ellos fueron asesindos posteriormente en Jaca. Esta fosa fue descubierta al construirse la carretera que une el pueblo con Ayerbe y sus restos se trasladaron al cementerio donde descansa acutalmente.",,
1445/2009 HUES,Fosa en Riglos,EJECUCION,24/08/1936,"Peñas de Riglos, Las",Huesca,Aragón,,,EXHUMADA TOTAL,3,3,3,,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte","Contenia los restos de tres mujeres, vecinas de Piedramorrera, asesinadas cerca del apeadero de Riglos el 24 de agosto de 1936. Los restos fueron trasladados al cementerio de Piedramorrera años después y sepultados con los de sus maridos muertos en la misma jornada.",,
